clade_name	NCBI_tax_id	SRR5665187_mtphln2	SRR5665186_mtphln2	SRR5665185_mtphln2	SRR5665184_mtphln2	SRR5665183_mtphln2	SRR5665182_mtphln2	SRR5665181_mtphln2	SRR5665180_mtphln2	SRR5665179_mtphln2	SRR5665178_mtphln2	SRR5665164_mtphln2	SRR5665163_mtphln2	SRR5665162_mtphln2	SRR5665161_mtphln2	SRR5665160_mtphln2	SRR5665159_mtphln2	SRR5665158_mtphln2	SRR5665157_mtphln2	SRR5665156_mtphln2	SRR5665155_mtphln2	SRR5665144_mtphln2	SRR5665143_mtphln2	SRR5665142_mtphln2	SRR5665141_mtphln2	SRR5665140_mtphln2	SRR5665139_mtphln2	SRR5665138_mtphln2	SRR5665137_mtphln2	SRR5665136_mtphln2	SRR5665135_mtphln2	SRR5665134_mtphln2	SRR5665123_mtphln2	SRR5665122_mtphln2	SRR5665121_mtphln2	SRR5665120_mtphln2	SRR5665119_mtphln2	SRR5665118_mtphln2	SRR5665117_mtphln2	SRR5665116_mtphln2	SRR5665115_mtphln2	SRR5665114_mtphln2	SRR5665103_mtphln2	SRR5665081_mtphln2	SRR5665080_mtphln2	SRR5665079_mtphln2	SRR5665078_mtphln2	SRR5665077_mtphln2	SRR5665076_mtphln2	SRR5665075_mtphln2	SRR5665074_mtphln2	SRR5665073_mtphln2	SRR5665072_mtphln2	SRR5665061_mtphln2	SRR5665060_mtphln2	SRR5665059_mtphln2	SRR5665058_mtphln2	SRR5665057_mtphln2	SRR5665056_mtphln2	SRR5665055_mtphln2	SRR5665054_mtphln2	SRR5665053_mtphln2	SRR5665052_mtphln2	SRR5665051_mtphln2	SRR5665050_mtphln2	SRR5665049_mtphln2	SRR5665048_mtphln2	SRR5665047_mtphln2	SRR5665046_mtphln2	SRR5665045_mtphln2	SRR5665044_mtphln2	SRR5665043_mtphln2	SRR5665042_mtphln2	SRR5665041_mtphln2	SRR5665035_mtphln2	SRR5665034_mtphln2	SRR5665033_mtphln2	SRR5665032_mtphln2	SRR5665031_mtphln2	SRR5665030_mtphln2	SRR5665029_mtphln2	SRR5665028_mtphln2	SRR5665027_mtphln2	SRR5665026_mtphln2	SRR5665025_mtphln2	SRR5665024_mtphln2
Methanobrevibacter	2157|28890|183925|2158|2159|2172	0	4.08519	0	0	0	0	5.3647800000000005	0.11497	0	0	0.42389	0	0	5.18776	0	0	0	0	2.2597400000000003	0	0	8.24227	0	0	0	0	0	0	0	0	0	3.3373199999999996	0.01516	0	0	4.38108	0	0	0	0	2.05372	0	0	0	7.076160000000001	0	0.41634	0	0	2.5972	0	1.32572	0	0	0	0.6221899999999999	4.392580000000001	0	0.22343000000000002	0	11.29186	0	2.94179	0	0	0	0	0	0	6.28367	0	0	0	0	4.2422699999999995	0	0	0	0	0.2088	0	1.28739	0	0	0
Methanosphaera	2157|28890|183925|2158|2159|2316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobaculum	2|201174|1760|2037|2049|76833	0	0	0	0	0	0.053860000000000005	0	0	0	0	0	0	0	0	0	0	0.23624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces	2|201174|1760|2037|2049|1654	0.013309999999999999	0	0	0	0.01151	0	0	0.10092000000000001	0.02418	0	0.00899	0.10075	0	0	0	0	0.13999	0	0	0	0.07591	0	0	0	0.48081999999999997	0.0597	0	0	0.03642	0	0.16772	0	0.17798	0	0.060239999999999995	0	0.04222	0	0	0	0	0	0	0	0	0	0.09888	0.04172	0.13727	0	0.23271999999999998	0	0.00748	0	0	0	0	0.0162	0.20432	0.41088	0	0	0	0	0	0	0	0	0.0039700000000000004	0	0	0	0	0.03599	0	0	0	0	0	0.009000000000000001	0	0	0	0	0
Trueperella	2|201174|1760|2037|2049|1069494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium	2|201174|1760|85004|31953|1678	7.34236	0	5.82712	0	0.22974	5.92587	0	26.81778	0	10.63242	3.70925	0	0.0772	0	30.64855	12.91264	13.633629999999998	9.05976	38.04163	0	6.90447	0	14.824760000000001	0	0	30.467859999999998	0	0	1.62792	2.8039	0.0211	0	1.34966	0	1.5058	1.3099	18.46251	78.25171	0	0	0	0	0	0	5.7079	20.21217	0	0	0	32.90886	0.04386	2.70182	0	0	0	11.67507	3.6531800000000003	44.17836	0	17.00909	0	11.325339999999999	3.0590200000000003	0.61503	0	12.59435	46.77346	0	3.99445	5.365069999999999	0	0.44909	6.29505	8.48501	0	22.84362	25.90256	2.2407	1.5839	26.591390000000004	4.28446	0.789	3.51084	5.339180000000001	0
Lawsonella	2|201174|1760|85007||1847725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1520799999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia	2|201174|1760|85006|1268|32207	0	0	0	0	0	0.08236	0	0.13217	0	0	0	0	0	0	0	0	0	0	0	0	0.18558	0	0.07721	0	0.08104	0	0	0	0.39979000000000003	0	0	0	0.055170000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0.00555	0	0	0	0	0.05946	0	0	0	0	0	0	0	0.10142999999999999	0	0	0	0	0	0.07242	0	0.00647	0	0	0	0	0	0	0	0.37567	0	0.08786000000000001	0	0	0.01183	0.0592	0	0	0	0
Propionibacterium	2|201174|1760|85009|31957|1743	0	0	0.02815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029960000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17464000000000002	0	0	0	0	0	0	0	0	0	0	0
Atopobium	2|201174|84998|84999|1643824|1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054439999999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collinsella	2|201174|84998|84999|84107|102106	23.5126	6.0328599999999994	4.10879	1.4169399999999999	4.67581	10.11635	3.6670599999999998	17.00392	5.9910000000000005	0	9.95952	0	0	3.2860300000000002	0.44682	31.599259999999997	23.58653	0.043089999999999996	10.743160000000001	0	2.64637	0	5.7899400000000005	0.07964	0.08277000000000001	0	0	0	7.44031	9.00602	4.17696	0	8.783439999999999	0	17.93286	4.0118	10.81915	21.74829	0	21.13936	0.14374	0	0	1.80405	7.872330000000001	2.35586	17.05017	3.5258	17.632579999999997	19.53898	21.2227	14.833160000000001	5.1681	0	7.1764	5.59494	1.6499400000000002	12.96952	12.0049	11.4207	0	9.46787	41.537890000000004	0	0	0	12.78445	0	21.598860000000002	11.18672	0	0.11760999999999999	9.66681	8.829139999999999	5.98245	0	0	0.08794	0	6.86345	21.54615	2.17725	2.87305	6.2198400000000005	0
Enorma	2|201174|84998|84999|84107|1472762	0.005679999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24155	0	0	0.20387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25509	0	0	0	0	0.00466	0.0034700000000000004	0	0	0	0	0	0	0	0	0.00564	0	0	0	0	0	0	0	0.022619999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00312	0	0	0	0
Adlercreutzia	2|201174|84998|1643822|1643826|447020	0.29431	1.34712	0.14125	0.13469	0.41286999999999996	0	0	0.23214	0.13194	0	0.015719999999999998	0.61869	0.01641	0	0	1.08671	0.15497	0	0.02469	0	0.15036	0.37151999999999996	0	0	0	0.30679	0	0	0.30511	0.23592	0	1.31701	0.00988	0	0.25048000000000004	0	0	0	0	0	0.043289999999999995	0	0	1.30071	0.1289	0.02578	1.2128700000000001	0.93279	0.32204	0	0	0.06959	0	0	0.15694	0.4574	0.022609999999999998	0	0.07257999999999999	0.21254	0	0.05515	0.08709	0	0	0.46063999999999994	0	0	0.42977	0.8777299999999999	0.37225	0.00352	0.31645	0.22551999999999997	0.22100999999999998	0.11335	0	0	0.02696	0	0.5675600000000001	0.25131	0.02105	0.0181	0
Asaccharobacter	2|201174|84998|1643822|1643826|553372	0.58367	1.35007	0.49533999999999995	0.10255	0.16426	0	0	0.16435999999999998	0.16364	0	0	1.36176	0.06823	0	0	1.0316299999999998	0.19094	0	0.25739	0	0.09909	0.47961000000000004	0.05078	0	0	0.87579	0	0	0.64913	0.25811	0.00903	1.36628	0.0235	0	0.46138999999999997	0	0	0	0	0	0.42239	0	0	2.36318	0.1007	0.06626	1.4681	5.3071	0.27579000000000004	0	0	0.3337	0	0	0.18562	0.60148	0.0811	0	0.03009	0.24929	0	0.0295	0.15423	0	0	1.60499	0	0	0.07128999999999999	0.71887	0.33153	0.055979999999999995	0.43355	0.66582	0.76077	0.24856	0	0	0.06673	0.01525	0.8052600000000001	0.27366999999999997	0.03174	0.09257	0
Eggerthella	2|201174|84998|1643822|1643826|84111	0.14004	0.09497	0	0.00646	0.40662	0.30701999999999996	0	0.28663	0.41735	2.60626	0	1.22733	0.06204	0	0	0	0.9419799999999999	0.9478700000000001	0	0	0.08199999999999999	1.4160700000000002	0	2.97302	5.419490000000001	1.0906200000000001	0	2.0447599999999997	0	0.2293	2.4704	2.32513	0.1057	0	0.14835	0	2.87487	0	4.21481	0.88354	0.40885	0	0	5.79587	0	0	0.04999	0	0.12307	0	0	0	3.4824300000000004	0	0.13723	0	0	1.77365	12.33352	0.11150999999999998	0	0	0.60158	1.17635	1.9184599999999998	1.86591	0.6570199999999999	1.3003799999999999	1.21526	0.00893	0.35036	0.45902	0.22044	0	0.24769000000000002	0.30094	3.0527599999999997	1.7678599999999998	0.09687	0.01685	0	0	0.10761	0	0
Enterorhabdus	2|201174|84998|1643822|1643826|580024	0	0.00541	0	0	0	0	0	0	0	0	0	0.00801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01379	0.0048200000000000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01372	0	0	0	0	0	0	0	0	0	0.00394	0	0.00824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonibacter	2|201174|84998|1643822|1643826|644652	1.40554	0.20601	0	0.012980000000000002	0.13284	0.04074	0.007640000000000001	0.354	0.24251	0.55985	0.14935	1.1143	0.00966	0	0	0	0.28019	0.00896	0.14855	0	0.15775999999999998	0.36658	0.27360999999999996	0.5424899999999999	0.31843	0.58683	0	0.07621	1.05426	0.28686999999999996	0.87561	0.7890199999999999	0.004379999999999999	0	0.20806999999999998	0	0.16699999999999998	0	0.1277	0.36204000000000003	0.00875	0	0	0.33357	0.023459999999999998	0.13516	0.04343	0.28342	0.31313	0.06734	0.26905999999999997	0.04698	0.318	0	0.04285	0	0	0.26142	2.08049	0.83873	0	0.1001	0.0443	0.05967000000000001	0.13014	0.08148999999999999	0.64571	2.26366	0.25813	0	0	0.13185999999999998	0.14085	0.09926	0.09636	0.06572	0.14006	0.08724	0.0030800000000000003	0	0.20825	0.03632	0	0.08607000000000001	0
Slackia	2|201174|84998|1643822|1643826|84108	0	4.329330000000001	2.455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12866	0	0	0.12569	0	0	0	0	0	0	0	0	0	0	1.78675	0	0	0	0.97588	0.22168000000000002	0	0	0	2.02299	0	0	0.00432	0	0.6319100000000001	0.62568	4.48491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0868	0	0	0	0	0
Bacteroides	2|976|200643|171549|815|816	0.2842	9.01293	8.77487	8.03214	0.09143	0.33168000000000003	2.52779	0.09312999999999999	10.20464	0.85554	4.10881	2.92104	34.413090000000004	1.08112	0	0.8127300000000001	6.86682	4.0059	7.9058399999999995	0	0.89155	1.59379	1.3885299999999998	0.97849	0	0	0	0	0	6.55915	1.7322400000000002	3.3753	0.7896	0	0.55156	4.2004	0.054729999999999994	0	0.42757	1.25999	4.18468	0	0	8.63686	1.23071	3.39791	3.5326400000000002	25.66674	0.10347	0.23364000000000001	0.01853	2.51872	11.78761	0	0	0	2.72684	0	20.893279999999997	5.1727099999999995	0.12993	2.5323900000000004	1.49055	13.56901	1.0801	0.21466999999999997	0.6428	0	0	0.7025100000000001	6.671819999999999	0.81186	0.29478000000000004	0.01152	0.12180999999999999	0.02914	0.19155	3.92323	2.95053	0.34048	0.63352	0.93425	5.89705	7.1958899999999995	0
Barnesiella	2|976|200643|171549|2005519|397864	0.5837899999999999	0.43205	0.11852	0.17898	0	0	0	0	0.27823000000000003	0	0.22605	0	0	0	0	0	0	0	1.04942	0	0	0	0	0	0	0	0	0	0	0	0	0.11585999999999999	0	0	0	0	0	0	0	0	0.39193	0	0	0	0	0	0	1.64025	0	0	0	0	0	0	0	0	0.42928999999999995	0	0	0.60661	0	0	0	0	0	0	0.00162	0	0	0.03913	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92086	0
Coprobacter	2|976|200643|171549|2005519|1348911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11549000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odoribacter	2|976|200643|171549|1853231|283168	0	0	0.05089	0	0	0	0.15741	0	0	0	0.35461	0	1.17446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1496	0	0.1583	0	0.0445	0.44819	0	0	0	0	0	0	0	0	0	0	0.06137000000000001	0	0	0	0.02685	0	0	0	0	0	0
Porphyromonas	2|976|200643|171549|171551|836	0	0.07203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31128	1.9562	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33969	0	0	0	0	0	0	0	0	0	0
Paraprevotella	2|976|200643|171549|171552|577309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13352	0	0	0	0	0.26142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02267	0	0	0	0	0.03873	0	0	0	0	0.50664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella	2|976|200643|171549|171552|838	0	0.25904	0	0	0	0	0	0.07343	0	0	0	0	34.81398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.131970000000003	0	0	0	0	0	0	0	0	0	0	2.5365599999999997	0	0	0	1.29247	0	0.01645	0	0	0	2.27255	0	0	0.08871	0.04421	0.22649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57736	0
Alistipes	2|976|200643|171549|171550|239759	7.8626	0.13430999999999998	2.00326	0.48039	0	0.060660000000000006	0.06999	0.021330000000000002	0	0	0.81507	1.5005	0.13174	0	0	0.26006	0.07215	0.25344	2.44083	0	0.08229	1.53566	0	0	0	0	0	0	0	4.73824	0	0.15841	0.06587	0	0.13525	1.13715	0	0	0	0	4.278519999999999	0	0	0	0.31149	0	0	0.91753	0	0.00678	0	1.36668	0.252	0	0	0	1.30501	0	13.6507	0.22368000000000002	0	0.26738	0.63707	4.03329	0	0	0.11264	0	0	0.63276	0	0	0.66679	0	0.2201	0.06786	0	0	0.7351800000000001	0	0	0.09472	1.09714	2.94775	0
Rikenella	2|976|200643|171549|171550|28138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides	2|976|200643|171549|2005525|375288	0.10547999999999999	0.16530999999999998	1.2977100000000001	0.34068000000000004	0	0	0.15841	0.00271	0.8851600000000001	0	0.05462	0.30528	5.59166	0	0	0	0.24928000000000003	0	0.30682	0	0	0	0.13299	0	0	0	0	0	0	0.08315	0.39614	0.0842	0	0	0.02818	1.71976	0	0	0	0	0.30827	0	0	0.36193000000000003	0.20992	0	1.18179	0.7128399999999999	0.013819999999999999	0.11646	0.06312000000000001	0.13852	0	0	0	0.19739	0.63137	0	0.12112	0.8591799999999999	0.04577	0.04066	0.21163	0.8753799999999999	0	0	0	0.027639999999999998	0	0.00474	0	0.03032	0.0427	0	0	0	0.29796	0.12120999999999998	0.04653	0	0.0037600000000000003	0.030430000000000002	2.16309	1.88297	0
Gemella	2|1239|91061|1385||1378	0	0	0	0	0	0.03687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28891999999999995	0	0	0	0.0945	0	0	0	0.02425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13097999999999999	0	0.16782	0	0.00941	0	0	0	0	0	0	0	0	0	0	0	0	0.01785	0	0	0	0	0	0	0.08201	0	0	0.006229999999999999	0	0	0.022269999999999998	0	0	0	0
Enterococcus	2|1239|91061|186826|81852|1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04203	0	0	0.20357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.33855	0	0	0	0	0	0	0	0	0.34703	0	0	0	0	0.12144	0	0	0
Lactobacillus	2|1239|91061|186826|33958|1578	0	0	0	0	0	1.40998	0	0	0	0	0	0.055929999999999994	0	0	3.14051	0	0	0	0	0	0	0	0	0	0.00812	0.13399	0	0	1.65452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43883999999999995	0	0.14779	0	0	0	0	0	0	0	0.01153	0	0	0	0	0	0	0	0	0.03673	0.034319999999999996	0.35679	0	0	0	0	0	0.05442	0.81903	0	0	0	0.26732	0	0	0	0
Leuconostoc	2|1239|91061|186826|81850|1243	0	0	0	0	0	0	0	0	0	0	0	0.04049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01031	0	0	0	0	0	0	0	0	0	0	0	0
Weissella	2|1239|91061|186826|81850|46255	0	0	0.19530999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11684000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus	2|1239|91061|186826|1300|1357	0.030789999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03669	0	0	0	0	0	0	0	0	0	0	0.19546	0	0	0	0	0	0	0.027339999999999996	0	0	0.03347	0.04297	0	0	0	0
Streptococcus	2|1239|91061|186826|1300|1301	0.5812	1.3072700000000002	0.41058999999999996	0.8896	0.56657	14.82213	0.12347999999999999	1.39404	1.2941799999999999	1.03824	3.19211	0.45702	0.28194	0.057960000000000005	15.535520000000002	0.057379999999999994	0.71045	0.73927	2.93292	0	3.94255	1.23863	4.98186	3.5747699999999996	33.72501	0.80914	0	0	17.428520000000002	0.5368	0.32614	0.06541	4.87829	0	1.7314	0	0.62713	0	1.99205	1.4202	3.6646300000000003	0	0	0.05016	0	0.65179	1.27311	24.00769	2.81023	0	3.5236099999999997	2.06485	0.75972	0	0.09444	0	0.34684	0.5656100000000001	0.29414	0.06654	0	0	0.04389	0.41403	2.60023	0.36551	4.10364	5.21523	0.22296	4.03608	1.1177	0.030119999999999997	5.4596599999999995	0.28954	14.857679999999998	0.0461	8.16183	0.99792	0.03038	9.06788	4.3550699999999996	0.12272000000000001	0	0	0
Catabacter	2|1239|186801|186802|424536|270497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030080000000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenella	2|1239|186801|186802|990719|990721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017269999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04498	0	0	0.09525	0.03513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricicoccus	2|1239|186801|186802|31979|580596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14737999999999998	0	0	0	0	0
Clostridium	2|1239|186801|186802|31979|1485	0.6804	0	0.06783	0.37114	0	0.0032700000000000003	0.057960000000000005	0	0.69204	0	0.38756999999999997	0	0	0	0	0	0	0	0	0	0	0.34168000000000004	0	0	0	0	0	0	0	0	0	0.15259	0.056179999999999994	0	0	0	0	0	0	0	0	0	0	0	0.6543399999999999	0	0.22929000000000002	0	0	0.21625999999999998	0.07866000000000001	0.06468	0.00831	0	0	0.71163	0.3048	0	0	0	0	0.49137	1.06009	0.02538	0.0405	0	0	0.47116	0	0.18961	0	0.09272999999999999	0	0	0	0.1242	1.45895	0	0.63793	0	0.0146	0.04866	0.07514	0.31368	0
Hungatella	2|1239|186801|186802|31979|1649459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7799	0	0	0	0	0	0	0	0	0.03951	0	0	0	0	0	0	0	0	0	0	0.02085	0	0	0	0	0	0	0	0	0	0	0	0	0.06556000000000001	0	0	0	0	0	0	0	0
Clostridiales_Family_XIII_Incertae_Sedis_unclassified		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01835	0	0	0	0	0	0.01856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01627	0	0	0	0	0	0	0
Intestinimonas	2|1239|186801|186802||1392389	0	0	0	0.0054600000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73351	0	0	0	0	0	0	0	0	0	0	0	0.01803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02443	0
Lawsonibacter	2|1239|186801|186802||2172004	0	0	0	0.00367	0	0	0.04292	0	0	0.37587	0	0	0.14939000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32485	0	0	0	0	0	0	0	0	0	0	0	0	0.01257	0	0	0.11407	0	0.05976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06997	0	0	0.09602000000000001	0	0	0
Monoglobus	2|1239|186801|186802||2039302	5.1824900000000005	0.31316	0	0.19091	0	0	0.9100299999999999	0.81467	0.25716	1.37771	0	1.35172	0	0.6854399999999999	0	0	0	1.71665	0.01305	0	0.17384000000000002	0.1929	1.17418	0	0	0	0	0	0	0.46631999999999996	2.04625	1.72426	0	0	1.25339	0.11454	0	0	0	0	0	0	0	0	0.94245	0	0	0	0.19195	0	0	0	0	0	0.02806	0	0	0.36924	0.38919000000000004	0.02494	0	0	0.78759	0	0	1.38309	0.34404	0	0.27804	1.38598	0	0	0	0	0	0	0	0	0.12555999999999998	0	0.07082000000000001	0.44714	0	0	0
Eubacteriaceae_unclassified		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium	2|1239|186801|186802|186806|1730	3.4080699999999995	17.92408	5.57153	1.01	10.49827	0.64676	0.60617	8.49451	1.92495	8.390369999999999	4.44819	4.37542	0.14856	0.4086	3.3747199999999995	23.20992	4.78108	1.3873799999999998	5.75016	0	7.0579600000000005	35.0459	5.1669599999999996	7.83312	0.57624	0	0	0.14465999999999998	0.8976	19.723470000000002	12.8843	5.273219999999999	5.12308	0	5.74822	13.31945	0.8739600000000001	0	0	5.18874	13.191429999999999	0	0	0	5.2388900000000005	3.4777099999999996	4.31725	2.35386	6.567	6.987589999999999	0.26935	8.40343	0.056229999999999995	0	9.924489999999999	0.54806	4.62333	0	3.6147400000000003	2.85909	14.768479999999998	4.4356800000000005	0.93748	7.759460000000001	0.1879	13.41111	4.83598	4.14835	6.92557	4.4164	3.05143	0.27037	0.16239	4.86408	1.71407	7.85188	0	5.55932	1.57321	6.9312	5.61069	3.5919300000000005	1.61866	7.94965	0
