clade_name	NCBI_tax_id	SRR5665187_mtphln2	SRR5665186_mtphln2	SRR5665185_mtphln2	SRR5665184_mtphln2	SRR5665183_mtphln2	SRR5665182_mtphln2	SRR5665181_mtphln2	SRR5665180_mtphln2	SRR5665179_mtphln2	SRR5665178_mtphln2	SRR5665164_mtphln2	SRR5665163_mtphln2	SRR5665162_mtphln2	SRR5665161_mtphln2	SRR5665160_mtphln2	SRR5665159_mtphln2	SRR5665158_mtphln2	SRR5665157_mtphln2	SRR5665156_mtphln2	SRR5665155_mtphln2	SRR5665144_mtphln2	SRR5665143_mtphln2	SRR5665142_mtphln2	SRR5665141_mtphln2	SRR5665140_mtphln2	SRR5665139_mtphln2	SRR5665138_mtphln2	SRR5665137_mtphln2	SRR5665136_mtphln2	SRR5665135_mtphln2	SRR5665134_mtphln2	SRR5665123_mtphln2	SRR5665122_mtphln2	SRR5665121_mtphln2	SRR5665120_mtphln2	SRR5665119_mtphln2	SRR5665118_mtphln2	SRR5665117_mtphln2	SRR5665116_mtphln2	SRR5665115_mtphln2	SRR5665114_mtphln2	SRR5665103_mtphln2	SRR5665081_mtphln2	SRR5665080_mtphln2	SRR5665079_mtphln2	SRR5665078_mtphln2	SRR5665077_mtphln2	SRR5665076_mtphln2	SRR5665075_mtphln2	SRR5665074_mtphln2	SRR5665073_mtphln2	SRR5665072_mtphln2	SRR5665061_mtphln2	SRR5665060_mtphln2	SRR5665059_mtphln2	SRR5665058_mtphln2	SRR5665057_mtphln2	SRR5665056_mtphln2	SRR5665055_mtphln2	SRR5665054_mtphln2	SRR5665053_mtphln2	SRR5665052_mtphln2	SRR5665051_mtphln2	SRR5665050_mtphln2	SRR5665049_mtphln2	SRR5665048_mtphln2	SRR5665047_mtphln2	SRR5665046_mtphln2	SRR5665045_mtphln2	SRR5665044_mtphln2	SRR5665043_mtphln2	SRR5665042_mtphln2	SRR5665041_mtphln2	SRR5665035_mtphln2	SRR5665034_mtphln2	SRR5665033_mtphln2	SRR5665032_mtphln2	SRR5665031_mtphln2	SRR5665030_mtphln2	SRR5665029_mtphln2	SRR5665028_mtphln2	SRR5665027_mtphln2	SRR5665026_mtphln2	SRR5665025_mtphln2	SRR5665024_mtphln2
Streptococcaceae	2|1239|91061|186826|1300	0.6119899999999999	1.3072700000000002	0.41058999999999996	0.8896	0.56657	14.82213	0.12347999999999999	1.39404	1.2941799999999999	1.03824	3.19211	0.45702	0.28194	0.057960000000000005	15.535520000000002	0.057379999999999994	0.71045	0.73927	2.93292	0	3.94255	1.23863	4.98186	3.5747699999999996	33.72501	0.80914	0	0	17.428520000000002	0.5368	0.32614	0.06541	4.87829	0	1.7314	0	0.62713	0	1.99205	1.4202	3.6646300000000003	0	0	0.05016	0	0.65179	1.27311	24.00769	2.81023	0	3.5236099999999997	2.03496	0.75972	0	0.09444	0	0.34684	0.5656100000000001	0.33083	0.06654	0	0	0.04389	0.41403	2.60023	0.36551	4.10364	5.21523	0.22296	4.23154	1.1177	0.030119999999999997	5.4596599999999995	0.28954	14.857679999999998	0.0461	8.189169999999999	0.99792	0.03038	9.10135	4.39803	0.12272000000000001	0	0	0
Catabacteriaceae	2|1239|186801|186802|424536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030080000000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenellaceae	2|1239|186801|186802|990719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017269999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04498	0	0	0.09525	0.03513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiaceae	2|1239|186801|186802|31979	0.6804	0	0.06783	0.37114	0	0.0032700000000000003	0.057960000000000005	0	0.69204	0	0.38756999999999997	0	0	0	0	0	0	0	0	0	0	0.34168000000000004	0	0	0	0	0	0	0	0	0	0.15259	0.056179999999999994	0	0	0	0	0	0	0	0	0	0	1.7799	0.6543399999999999	0	0.22929000000000002	0	0	0.21625999999999998	0.07866000000000001	0.07229	0.04782	0	0	0.71163	0.3048	0	0	0	0	0.49137	1.06009	0.04623	0.0405	0	0	0.47116	0	0.18961	0	0.09272999999999999	0	0	0	0.1242	1.52452	0	0.63793	0.14737999999999998	0.0146	0.04866	0.07514	0.31368	0
Clostridiales_Family_XIII_Incertae_Sedis	2|1239|186801|186802|543314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01835	0	0	0	0	0	0.01856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01627	0	0	0	0	0	0	0
Clostridiales_unclassified		5.1824900000000005	0.31316	0	0.20004	0	0	0.95295	0.81467	0.25716	1.75357	0	1.35172	0.14939000000000002	0.6854399999999999	0	0	0	2.45016	0.01305	0	0.17384000000000002	0.1929	1.17418	0	0	0	0	0	0	0.48435	2.04625	1.72426	0	0	1.25339	0.11454	0	0	0	0	0	0	0	0.32485	0.94245	0	0	0	0.19195	0	0	0	0	0	0.02806	0	1.2215200000000002	0.36924	0.38919000000000004	0.13901	0	0.05976	0.78759	0	0	1.38309	0.34404	0	0.27804	1.38598	0	0	0	0	0	0	0	0	0.19552	0	0.07082000000000001	0.5431600000000001	0	0.02443	0
Eubacteriaceae	2|1239|186801|186802|186806	3.4080699999999995	17.92408	5.57153	1.01	10.49827	0.64676	0.60617	8.49451	1.92495	8.390369999999999	4.44819	4.37542	0.14856	0.4086	3.3747199999999995	23.20992	4.78108	1.3873799999999998	5.75016	0	7.0579600000000005	35.0459	5.1669599999999996	7.83312	0.57624	0	0	0.14465999999999998	0.8976	19.723470000000002	12.8843	5.273219999999999	5.12308	0	5.74822	13.31945	0.8739600000000001	0	0	5.18874	13.191429999999999	0	0	0	5.2388900000000005	3.4777099999999996	4.31725	2.35386	6.567	6.987589999999999	0.28643	9.631	0.056229999999999995	0	9.924489999999999	0.54806	4.62333	0	3.6147400000000003	2.85909	14.768479999999998	4.4356800000000005	0.93748	7.759460000000001	0.1879	13.41111	4.83598	4.14835	6.92557	4.4164	3.05143	0.27037	0.16239	4.86408	1.71407	7.85188	0	5.55932	1.57321	6.9312	5.61069	3.5919300000000005	1.61866	7.94965	0
Lachnospiraceae	2|1239|186801|186802|186803	27.152620000000002	43.85425	43.555640000000004	18.23348	70.8444	41.72128	7.26394	34.75275	72.08376	57.243159999999996	60.5954	58.8491	11.6256	6.432519999999999	43.409729999999996	22.15148	34.25103	46.24804	18.33667	0	57.55169	35.33014	27.16405	78.53574	54.70378	54.70253	0	14.91009	5.5991599999999995	39.569829999999996	55.11051	14.88282	54.730909999999994	0	60.969609999999996	21.329520000000002	63.24094	0	76.6255	50.78861	52.31767	0	0	49.07358	17.02543	16.44961	57.350640000000006	30.8431	65.86768000000001	21.44114	33.66604	40.68854	62.128609999999995	0	76.05169000000001	17.969379999999997	26.378890000000002	38.94818	14.98301	42.153890000000004	45.60429	48.283609999999996	28.59142	44.62121	89.45153	55.21233	22.15287	27.343809999999998	63.157	52.99403	36.321529999999996	26.865040000000004	74.45142	58.437909999999995	65.71396	62.839780000000005	31.227629999999998	75.70615	51.92454	29.806559999999998	50.660140000000006	31.288090000000004	59.83521	25.62175	0
Oscillospiraceae	2|1239|186801|186802|216572	0.28101	0.44138	0	0.0032700000000000003	0	0	0.12445999999999999	0	0	0	0.13041	0	0.059570000000000005	0	0	0	0	0	0.17951	0	0	0.01895	0	0	0	0	0	0	0	0.0037700000000000003	0	0	0	0	0	2.50294	0	0	0	0	0	0	0	0	1.2515399999999999	0	0	0	0	0.07173	0	0.00662	0	0	0	0	3.86625	0	0.05331	1.48406	0.19952999999999999	0.68506	0	0	0	0	0	0	0	0.34613	0	0.31847	0	0	0	0	0	0	0	0	0	0.027589999999999996	0	5.36688	0
Peptococcaceae	2|1239|186801|186802|186807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06527999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcaceae	2|1239|186801|186802|186804	0.07119	0	0.10194	0	0	0.01886	0	0	0	0	0.31496	0	0	0	0	0	0	0	0	0	0	0.30435	0	0	0	0.11327000000000001	0	0.23517	0	0	0	0	0.06021	0	0	0	0	0	0	0.08918	0	0	0	0	0	0	0	0	0	0.9054200000000001	0	0	0.07618	0	0	0	0	0	0.01793	0	0.10072	0	0.05521	0.32532	0	0.51565	0	0.3769	0	0.67625	0	0	0.06051	0	0	1.06067	3.7157400000000003	1.20658	0	2.18112	0.36823	0	0	0	0
Ruminococcaceae	2|1239|186801|186802|541000	16.52113	4.01412	24.36594	62.62826999999999	11.66196	5.90279	19.30645	8.741810000000001	4.27203	12.92651	10.10876	6.0916	9.051169999999999	18.68494	0.60247	3.2886599999999997	7.09917	7.348730000000001	5.3375	0	17.354570000000002	10.395489999999999	37.019	3.28237	1.85243	8.60246	0	0.9071899999999999	9.254380000000001	1.45319	7.7979	12.04236	19.99576	0	3.5985199999999997	15.38589	2.4394299999999998	0	0	17.98227	2.7032700000000003	0	0	27.0999	37.356359999999995	18.48992	5.80626	3.18381	2.98925	13.02745	30.8348	6.86998	5.96369	0	5.19949	16.97945	15.767539999999999	0.55062	6.77234	5.73474	6.81655	19.20008	2.3818	18.643810000000002	1.49399	3.67315	5.9588	44.13344	1.15744	8.54086	35.58778	18.02587	0.36446999999999996	5.98949	4.86785	1.90602	0	0.85662	7.6403300000000005	0.10053	10.461689999999999	25.72401	20.45965	32.2886	0
Erysipelotrichaceae	2|1239|526524|526525|128827	0.10922	0.10424000000000001	0.11821	0	0.30373	13.65846	0.58054	0.20963	0.07611	2.62662	0.37403000000000003	0.23765	0.04213	0.44458000000000003	0	0.3658	0.022930000000000002	3.21647	0.020309999999999998	0	0	0	0.34886	0	2.3461	0.41748	0	0	0	0	0.10061	0.38453000000000004	0.31578	0	0.02366	0.7833399999999999	0.34326	0	5.82306	0	0.09717999999999999	0	0	0.12580999999999998	0.67974	0	1.19244	0.5833699999999999	0.13347	0	0.01045	1.28982	1.86205	0	0.99336	0.07406	0.04162	0.3672	0.30967	0.02915	0.30064	0.02623	1.73393	2.91973	3.02472	4.387580000000001	0.9542	0.13824	0.51908	0.73273	0	0.21857	0.18095999999999998	9.76446	0.09525	1.0326	11.25723	0.5262899999999999	0.06984	0.09922	0.01495	0.01268	0	0	100.0
Firmicutes_unclassified		2.13869	0	0.08505	0.67814	0	0	0.32859	0.04262	0.98714	0.18662	0.6227	2.10027	0	0.14876	0	0	0.24511999999999998	0	0.94905	0	1.3751799999999998	0	0	1.44602	0	0.35417	0	0	0	2.98508	1.0407600000000001	1.8476400000000002	0.013609999999999999	0	1.4871299999999998	0	0.05479	0	0	0	0.54047	0	0	0	13.774629999999998	0.08388999999999999	0	0	2.07573	1.6367399999999999	0	0.21708000000000002	2.18663	0	0	0.1549	0.14574	0	11.1748	0.46298999999999996	0	0.08406	8.92394	0.60958	0	0	0.0036799999999999997	0	0.13385	0.16512000000000002	6.34784	4.80828	1.20589	0	0	0.80132	0	4.72602	0.20381	0.27631	0	0.10812000000000001	2.019	0.72639	0
Acidaminococcaceae	2|1239|909932|1843488|909930	0.01264	0	0.17859	0.19801	0	0	0.10545	0.006220000000000001	0	0	0	0	0	0	0	0	1.20347	1.02757	0	0	0	0	0	0	0	0	0	0	0	0	0.02239	0	0	0	0	1.1109799999999999	0	0	0	0	0	0	0	0	0.2423	0	0.1278	0	0	0.14187	0.08222	0	0.0818	0	0	0	0.26869	0	0	0	0	0.9079200000000001	0.09483	0.02137	0	0	0	0	0	0	0	0.12612	0	0	0	0	0	0	0.5543100000000001	0	0	0.04332	0	2.2438599999999997	0
Selenomonadaceae	2|1239|909932|909929|1843491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88125	0	0	0	0	0	0	0	0	0	0	0
Veillonellaceae	2|1239|909932|1843489|31977	0	0	0	0	0	0	0	0	0	0.89476	0	0	0.76756	0	0	0.70414	0.04161	0	0	0	0	0	1.00199	0	0	0.54475	0	0	0.07862000000000001	0	0	5.68705	0.04568	0	0	0	0	0	0	0.8860600000000001	0	0	0	0.27171999999999996	0	0.6472	0	0	0	0.01034	0	0	0	0	0	0	0	0	0.038939999999999995	0.08227999999999999	0	0	0	0	0	0.0276	0	2.2059599999999997	0	0	1.15139	0	0.01595	0	0	0	0.11884000000000002	0	0	0	0	0.57028	0.006670000000000001	0	0
Peptoniphilaceae	2|1239|1737404|1737405|1570339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057260000000000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacteriaceae	2|32066|203490|203491|203492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42994	0	0	0	0	0	0	0	0.046810000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13782	0	0	0
